	accountNumber	customerId	creditLimit	availableMoney	transactionDateTime	transactionAmount	merchantName	acqCountry	merchantCountryCode	posEntryMode	posConditionCode	merchantCategoryCode	currentExpDate	accountOpenDate	dateOfLastAddressChange	cardCVV	enteredCVV	cardLast4Digits	transactionType	isFraud	echoBuffer	currentBalance	merchantCity	merchantState	merchantZip	cardPresent	posOnPremises	recurringAuthInd	expirationDateKeyInMatch	currentBalanceDiff	transactionAmountDiff
15756	901922840	901922840	20000.0	3988.82	2016-01-17 19:05:49	77.37	Seattle News	US	US	05	01	subscriptions	09/2022	2013-09-09	2016-01-04	713	713	1548	PURCHASE	0.0		16011.18				0.0			0.0	77.3700000000008	0.0
15758	901922840	901922840	20000.0	8102.98	2016-01-23 11:47:00	475.98	Blue Mountain Online Services	US	US	05	01	online_gifts	07/2027	2013-09-09	2016-01-04	713	713	1548	PURCHASE	0.0		11897.02				1.0			0.0	475.97999999999956	0.0
15759	901922840	901922840	20000.0	2272.61	2016-01-30 14:22:42	111.25	Fresh eCards	US	US	90	01	online_gifts	12/2028	2013-09-09	2016-01-25	713	713	1548	PURCHASE	0.0		17727.39				0.0			0.0	111.25	0.0
15760	901922840	901922840	20000.0	10459.39	2016-02-18 05:13:38	37.95	Fresh Online Services	US	US	05	01	online_gifts	07/2027	2013-09-09	2016-02-10	713	713	1548	PURCHASE	0.0		9540.61				0.0			0.0	37.95000000000073	0.0
15765	901922840	901922840	20000.0	4981.48	2016-03-25 04:53:24	406.48	Seattle Times	US	US	80	08	subscriptions	10/2021	2013-09-09	2016-03-17	713	713	1548	PURCHASE	0.0		15018.52				0.0			0.0	406.47999999999956	0.0
15766	901922840	901922840	20000.0	12946.25	2016-04-08 05:28:28	89.89	Dallas Post	US	US	05	01	subscriptions	05/2023	2013-09-09	2016-03-28	713	713	1548	PURCHASE	0.0		7053.75				0.0			0.0	89.89000000000033	0.0
15767	901922840	901922840	20000.0	12856.36	2016-04-08 05:29:10	89.89	Dallas Post	US	US	05	01	subscriptions	05/2023	2013-09-09	2016-03-28	713	713	1548	PURCHASE	0.0		7143.64				0.0			0.0	89.89000000000033	0.0
15770	901922840	901922840	20000.0	10035.43	2016-05-06 06:36:56	154.77	Dallas Post	US	US	05	01	subscriptions	10/2018	2013-09-09	2016-03-28	713	713	1548	PURCHASE	0.0		9964.57				0.0			0.0	154.77000000000044	0.0
15771	901922840	901922840	20000.0	9944.1	2016-05-23 01:29:48	244.88	Wall Street News	US	US	05	01	subscriptions	11/2024	2013-09-09	2016-05-20	713	713	1548	PURCHASE	0.0		10055.9				0.0			0.0	244.8799999999992	0.0
15775	901922840	901922840	20000.0	10814.44	2016-06-16 07:37:02	14.42	Seattle News	US	US	09	01	subscriptions	04/2020	2013-09-09	2016-05-20	713	713	1548	PURCHASE	0.0		9185.56				0.0			0.0	14.420000000000073	0.0
15777	901922840	901922840	20000.0	3736.4	2016-06-24 07:04:15	4.01	Minneapolis News	US	US	09	01	subscriptions	10/2018	2013-09-09	2016-06-20	713	713	1548	PURCHASE	0.0		16263.6				0.0			0.0	4.010000000000218	0.0
15778	901922840	901922840	20000.0	3693.58	2016-06-24 09:17:40	38.81	Dallas Journal	US	US	02	01	subscriptions	10/2023	2013-09-09	2016-06-20	713	713	1548	PURCHASE	0.0		16306.42				0.0			0.0	38.80999999999949	0.0
15780	901922840	901922840	20000.0	19508.97	2016-07-02 09:47:06	99.4	Fresh Flowers	US	US	05	01	online_gifts	02/2023	2013-09-09	2016-06-20	713	713	1548	PURCHASE	0.0		491.03				0.0			0.0	99.39999999999998	0.0
15784	901922840	901922840	20000.0	8385.76	2016-08-10 10:16:48	284.47	Seattle News	US	US	90	01	subscriptions	09/2020	2013-09-09	2016-06-20	713	713	1548	PURCHASE	0.0		11614.24				0.0			0.0	284.46999999999935	0.0
15787	901922840	901922840	20000.0	11677.33	2016-08-28 02:12:08	451.08	NY News	US	US	09	01	subscriptions	11/2030	2013-09-09	2016-08-23	713	713	1548	PURCHASE	0.0		8322.67				0.0			0.0	451.0799999999999	0.0
15789	901922840	901922840	20000.0	19530.48	2016-09-01 21:08:48	10.43	Minneapolis News	US	US	09	01	subscriptions	05/2025	2013-09-09	2016-08-23	713	713	1548	PURCHASE	0.0		469.52				0.0			0.0	-10.430000000000007	0.0
15790	901922840	901922840	20000.0	19284.39	2016-09-02 01:21:12	235.66	NY News	US	US	09	08	subscriptions	07/2024	2013-09-09	2016-08-23	713	429	1548	PURCHASE	0.0		715.61				0.0			0.0	235.66000000000003	0.0
15791	901922840	901922840	20000.0	15713.9	2016-09-05 18:54:01	18.31	Los Angeles News	US	US	09	01	subscriptions	12/2024	2013-09-09	2016-08-23	713	713	1548	PURCHASE	0.0		4286.1				0.0			0.0	18.3100000000004	0.0
15798	901922840	901922840	20000.0	5519.07	2016-10-29 20:07:59	92.5	Dallas Journal	US	US	09	01	subscriptions	12/2031	2013-09-09	2016-10-29	713	713	1548	PURCHASE	0.0		14480.93				0.0			0.0	92.5	0.0
15799	901922840	901922840	20000.0	14537.43	2016-11-09 04:14:21	31.47	Los Angeles News	US	US	02	01	subscriptions	08/2021	2013-09-09	2016-10-29	713	713	1548	PURCHASE	0.0		5462.57				0.0			0.0	31.469999999999345	0.0
15800	901922840	901922840	20000.0	9118.55	2016-11-11 15:56:29	204.44	San Francisco Post	US	US	09	01	subscriptions	09/2027	2013-09-09	2016-10-29	713	713	1548	PURCHASE	0.0		10881.45				0.0			0.0	204.4400000000005	0.0
15802	901922840	901922840	20000.0	2039.45	2016-11-19 11:09:41	1.27	Los Angeles News	US	US	09	01	subscriptions	08/2020	2013-09-09	2016-10-29	713	713	1548	PURCHASE	0.0		17960.55				0.0			0.0	1.2700000000004366	0.0
15803	901922840	901922840	20000.0	15598.66	2016-11-21 16:40:49	6.47	Washington Times	US	US	90	08	subscriptions	04/2023	2013-09-09	2016-10-29	713	713	1548	PURCHASE	0.0		4401.34				0.0			0.0	6.470000000000255	0.0
15815	144991614	144991614	15000.0	989.15	2016-01-27 18:05:32	96.38	34th Pub	US	US	09	01	food	10/2021	2015-06-08	2016-01-26	195	195	3544	PURCHASE	0.0		14010.85				1.0			0.0	96.38000000000102	0.0
15817	144991614	144991614	15000.0	10441.31	2016-02-22 00:17:38	80.35	gap.com	US	US	02	01	online_retail	05/2028	2015-06-08	2016-01-26	988	988	244	PURCHASE	0.0		4558.69				0.0			0.0	80.34999999999945	0.0
15824	144991614	144991614	15000.0	13713.16	2016-06-08 04:42:08	119.91	Uber	US	US	02	01	rideshare	12/2031	2015-06-08	2016-04-19	195	195	3544	PURCHASE	0.0		1286.84				0.0			0.0	119.90999999999985	0.0
15825	144991614	144991614	15000.0	4454.76	2016-06-23 18:03:26	558.52	Uber	US	US	02	01	rideshare	02/2024	2015-06-08	2016-04-19	988	988	244	PURCHASE	0.0		10545.24				0.0			0.0	558.5200000000004	0.0
15827	144991614	144991614	15000.0	6051.46	2016-08-16 05:10:28	36.3	cheapfast.com	US	US	05	08	online_retail	03/2020	2015-06-08	2016-04-19	988	988	244	PURCHASE	0.0		8948.54				0.0			0.0	36.30000000000109	0.0
15835	144991614	144991614	15000.0	12566.59	2016-11-11 14:49:25	73.52	Lyft	US	US	02	08	rideshare	03/2027	2015-06-08	2016-10-27	195	195	3544	PURCHASE	0.0		2433.41				0.0			0.0	73.51999999999998	0.0
15843	754734563	754734563	2500.0	2396.33	2016-04-15 08:25:08	10.98	Rodeway Inn #830050	US	US	02	01	hotels	09/2028	2015-07-03	2015-07-03	793	793	2528	PURCHASE	0.0		103.67				1.0			0.0	10.980000000000004	0.0
15850	568818309	568818309	15000.0	2668.87	2016-05-07 02:54:30	381.55	Subway #685273	US	US	05	08	fastfood	02/2022	2015-07-15	2016-01-02	520	520	3740	PURCHASE	0.0		12331.13				1.0			0.0	381.5499999999993	0.0
15859	568818309	568818309	15000.0	8343.52	2016-10-10 07:50:27	71.76	In-N-Out #186321	US	US	05	01	fastfood	12/2022	2015-07-15	2016-09-24	520	520	3740	PURCHASE	0.0		6656.48				1.0			0.0	71.75999999999931	0.0
15861	568818309	568818309	15000.0	2233.16	2016-11-15 04:10:30	79.98	Subway #902211	US	US	05	01	fastfood	09/2025	2015-07-15	2016-09-24	520	520	3740	PURCHASE	0.0		12766.84				1.0			0.0	79.97999999999956	0.0
15864	568818309	568818309	15000.0	12307.65	2016-11-28 09:58:32	57.98	McDonalds #423357	US	US	05	01	fastfood	04/2027	2015-07-15	2016-09-24	520	520	3740	PURCHASE	0.0		2692.35				1.0			0.0	57.98000000000002	0.0
15865	568818309	568818309	15000.0	8714.45	2016-12-09 18:16:56	478.6	EZ Putt Putt #804489	US	US	02	01	entertainment	11/2019	2015-07-15	2016-09-24	520	520	3740	PURCHASE	0.0		6285.55				1.0			0.0	478.60000000000036	0.0
15866	568818309	568818309	15000.0	6190.81	2016-12-18 06:53:13	92.28	McDonalds #285600	US	US	02	08	fastfood	01/2030	2015-07-15	2016-09-24	520	520	3740	PURCHASE	0.0		8809.19				1.0			0.0	92.28000000000065	0.0
15872	290067267	290067267	50000.0	49906.14	2016-06-15 05:00:23	93.86	Icelandic Airlines	US	US	05	01	airline	12/2027	2015-08-18	2015-08-18	517	517	3263	PURCHASE	0.0		93.86				0.0			0.0	93.86	0.0
15876	903683647	903683647	10000.0	9702.41	2016-01-27 06:50:18	66.46	Regal Cinemas #05791	US	US	09	08	entertainment	12/2018	2010-05-30	2010-05-30	891	891	7280	PURCHASE	0.0		297.59				1.0			0.0	66.45999999999998	0.0
15879	903683647	903683647	10000.0	6742.75	2016-10-02 21:41:24	140.69	EZ Putt Putt #40513	US	US	05	01	entertainment	01/2027	2010-05-30	2010-05-30	891	891	7280	PURCHASE	0.0		3257.25				1.0			0.0	140.69000000000005	0.0
15896	882046139	882046139	7500.0	6199.27	2016-11-24 22:35:17	146.43	target.com	US	US	09	01	online_retail	01/2027	2013-07-02	2013-07-02	959	959	2017	PURCHASE	0.0		1300.73				0.0			0.0	146.43000000000006	0.0
15898	267442428	267442428	1000.0	310.92	2016-01-08 14:18:50	115.12	Quizno's #893831	US	US	09	01	fastfood	06/2031	2015-03-24	2015-03-24	391	391	3511	PURCHASE	0.0		689.08				1.0			0.0	115.12	0.0
15899	267442428	267442428	1000.0	964.13	2016-02-06 08:51:40	214.36	pottery-barn.com	US	US	05	01	furniture	08/2030	2015-03-24	2015-03-24	391	391	3511	PURCHASE	0.0		35.87				1.0			0.0	-773.73	0.0
15902	267442428	267442428	1000.0	646.08	2016-08-22 16:44:56	193.32	Pottery Barn	US	US	05	01	furniture	11/2029	2015-03-24	2016-07-17	391	391	3511	PURCHASE	0.0		353.92				1.0			0.0	193.32000000000002	0.0
15903	267442428	267442428	1000.0	112.95	2016-10-14 05:18:11	18.21	Wendys #863685	US	US	05	08	fastfood	06/2019	2015-03-24	2016-07-17	391	391	3511	PURCHASE	0.0		887.05				1.0			0.0	18.209999999999923	0.0
15910	461602726	461602726	5000.0	1763.51	2016-03-02 16:02:12	66.38	Uber	US	US	09	01	rideshare	11/2029	2009-09-18	2009-09-18	610	610	6043	PURCHASE	0.0		3236.49				0.0			0.0	66.37999999999965	0.0
15911	461602726	461602726	5000.0	2162.77	2016-04-03 09:17:22	3.64	Lyft	US	US	05	01	rideshare	12/2030	2009-09-18	2009-09-18	610	610	6043	PURCHASE	0.0		2837.23				0.0			0.0	3.6399999999998727	0.0
15913	820950774	820950774	7500.0	3921.13	2016-04-22 21:29:17	446.63	AMC #606218	CAN	CAN	05	01	entertainment	11/2027	2011-02-27	2016-03-06	855	855	8466	PURCHASE	0.0		3578.87				1.0			0.0	446.6300000000001	0.0
15916	818718838	818718838	20000.0	18701.86	2016-02-22 14:03:28	292.1	EZ Putt Putt #982199	US	US	05	01	entertainment	01/2025	2015-10-29	2015-10-29	599	599	5322	PURCHASE	0.0		1298.14				0.0			0.0	292.10000000000014	0.0
15922	558246956	558246956	5000.0	2512.96	2016-08-17 23:53:25	229.18	West End Beauty #373881	US	US	05	01	personal care	02/2029	2015-10-26	2016-08-11	489	489	2903	PURCHASE	0.0		2487.04				1.0			0.0	229.17999999999984	0.0
15925	558246956	558246956	5000.0	2018.97	2016-09-23 17:26:08	145.77	gap.com	US	US	05	01	online_retail	09/2020	2015-10-26	2016-08-11	762	762	6795	PURCHASE	0.0		2981.03				0.0			0.0	145.76999999999998	0.0
15926	558246956	558246956	5000.0	3978.55	2016-10-17 10:22:39	13.05	West End Beauty #240693	US	US	80	01	personal care	09/2028	2015-10-26	2016-08-11	489	489	2903	PURCHASE	0.0		1021.45				1.0			0.0	13.050000000000068	0.0
15940	456425635	456425635	10000.0	8689.13	2016-11-08 01:19:45	30.67	Dinosaur Sandwitch Bar #303701	US	US	09	01	food	11/2022	2014-11-29	2014-11-29	428	428	713	PURCHASE	0.0		1310.87				1.0			0.0	30.669999999999845	0.0
15943	311710839	311710839	7500.0	1985.08	2016-01-09 13:59:59	27.7	Rodeway Inn #240656	US	US	02	08	hotels	11/2024	2014-06-06	2014-06-06	403	403	2164	PURCHASE	0.0		5514.92				0.0			0.0	27.699999999999818	0.0
15944	311710839	311710839	7500.0	7368.03	2016-02-01 11:00:32	27.29	Rodeway Inn #306166	US	US	09	01	hotels	06/2018	2014-06-06	2016-01-29	166	366	1517	PURCHASE	0.0		131.97				0.0			0.0	27.289999999999992	0.0
15945	311710839	311710839	7500.0	4155.26	2016-02-14 09:49:29	99.33	Rodeway Inn #477327	US	US	05	01	hotels	08/2030	2014-06-06	2016-01-29	166	166	1517	PURCHASE	0.0		3344.74				1.0			0.0	99.32999999999993	0.0
15948	311710839	311710839	7500.0	3772.12	2016-03-20 03:56:18	161.97	Hilton Hotels #606399	US	US	02	08	hotels	05/2030	2014-06-06	2016-01-29	403	403	2164	PURCHASE	0.0		3727.88				1.0			0.0	161.97000000000025	0.0
15949	311710839	311710839	7500.0	3165.36	2016-03-21 00:11:22	79.27	Renaissance Hotel #122664	US	US	05	01	hotels	04/2030	2014-06-06	2016-01-29	403	403	2164	PURCHASE	0.0		4334.64				1.0			0.0	79.27000000000044	0.0
15955	311710839	311710839	7500.0	5202.26	2016-04-21 12:38:42	62.35	Rodeway Inn #368799	PR	PR	09	08	hotels	12/2022	2014-06-06	2016-01-29	403	403	2164	PURCHASE	0.0		2297.74				0.0			0.0	62.34999999999991	0.0
15959	311710839	311710839	7500.0	2367.3	2016-05-27 18:05:21	228.96	Hilton Hotels #587329	US	US	09	01	hotels	01/2031	2014-06-06	2016-01-29	166	166	1517	PURCHASE	0.0		5132.7				1.0			0.0	228.96000000000004	0.0
15961	311710839	311710839	7500.0	2081.8	2016-06-23 06:09:51	30.31	Rodeway Inn #830050	US	US	02	01	hotels	10/2020	2014-06-06	2016-01-29	403	403	2164	PURCHASE	0.0		5418.2				0.0			0.0	30.30999999999949	0.0
15962	311710839	311710839	7500.0	2967.25	2016-07-06 16:29:01	131.24	Rodeway Inn #923883	US	US	02	08	hotels	04/2022	2014-06-06	2016-01-29	403	403	2164	PURCHASE	0.0		4532.75				1.0			0.0	131.23999999999978	0.0
15963	311710839	311710839	7500.0	2800.3	2016-07-23 21:39:37	88.77	Hyatt House #469765	US	US	05	01	hotels	03/2031	2014-06-06	2016-01-29	166	166	1517	PURCHASE	1.0		4699.7				1.0			0.0	88.76999999999953	0.0
15968	311710839	311710839	7500.0	4891.13	2016-10-12 16:21:36	140.76	Rodeway Inn #621256	US	US	05	01	hotels	07/2030	2014-06-06	2016-09-06	166	166	1517	PURCHASE	0.0		2608.87				1.0			0.0	140.75999999999976	0.0
15969	311710839	311710839	7500.0	4750.37	2016-10-12 16:22:14	140.76	Rodeway Inn #621256	US	US	05	01	hotels	07/2030	2014-06-06	2016-09-06	166	166	1517	PURCHASE	0.0		2749.63				1.0			0.0	140.76000000000022	0.0
15971	311710839	311710839	7500.0	1818.84	2016-11-28 00:54:17	41.51	Hilton Hotels #692816	US	US	02	08	hotels	12/2025	2014-06-06	2016-11-12	166	166	1517	PURCHASE	0.0		5681.16				0.0			0.0	41.51000000000022	0.0
15979	414094683	414094683	1000.0	715.99	2016-04-01 06:40:44	81.03	Regal Cinemas #276341	US	US	05	01	entertainment	05/2030	2008-07-30	2016-02-07	675	675	2916	PURCHASE	0.0		284.01				1.0			0.0	81.03	0.0
15988	381030014	381030014	7500.0	7496.0	2016-07-03 02:05:36	4.0	ebay.com	US	US	09	01	online_retail	02/2019	2011-05-24	2016-03-05	530	530	3022	PURCHASE	0.0		4.0				0.0			0.0	4.0	0.0
15998	541539654	541539654	250.0	95.6	2016-01-16 23:10:57	23.14	EZ Putt Putt #982199	US	US	05	08	entertainment	06/2020	2010-12-19	2010-12-19	132	132	7134	PURCHASE	0.0		154.4				1.0			0.0	23.140000000000015	0.0
15999	541539654	541539654	250.0	244.21	2016-04-05 02:46:16	2.6	Subway #402748	US	US	02	08	fastfood	07/2021	2010-12-19	2010-12-19	132	132	7134	PURCHASE	0.0		5.79				1.0			0.0	2.6	0.0
16008	304369983	304369983	7500.0	3836.42	2016-08-29 18:35:06	115.85	ebay.com	US	US	05	01	online_retail	03/2026	2009-02-04	2016-06-06	296	296	5079	PURCHASE	0.0		3663.58				0.0			0.0	115.84999999999991	0.0
16009	304369983	304369983	7500.0	3370.87	2016-09-15 10:54:35	53.2	walmart.com	US	US	05	01	online_retail	04/2019	2009-02-04	2016-06-06	296	296	5079	PURCHASE	0.0		4129.13				0.0			0.0	53.20000000000027	0.0
16010	304369983	304369983	7500.0	1255.55	2016-11-10 22:05:09	80.1	staples.com	US	US	05	01	online_retail	04/2025	2009-02-04	2016-06-06	296	296	5079	PURCHASE	0.0		6244.45				0.0			0.0	80.09999999999945	0.0
16011	966594037	966594037	250.0	104.92	2016-11-19 05:40:51	13.24	AMC #74121	US	US	05	01	entertainment	10/2022	2013-07-23	2013-07-23	713	713	4092	PURCHASE	0.0		145.08				1.0			0.0	13.240000000000009	0.0
16014	404168105	404168105	15000.0	14936.02	2016-02-12 19:27:38	44.33	alibaba.com	US	US	05	01	online_retail	03/2025	2013-08-29	2013-08-29	868	868	9033	PURCHASE	0.0		63.98				0.0			0.0	44.33	0.0
16028	937856632	937856632	1000.0	455.61	2016-01-07 11:01:40	24.79	gap.com	US	US	02	01	online_retail	07/2018	2011-01-28	2011-01-28	987	987	8833	PURCHASE	0.0		544.39				0.0			0.0	24.789999999999964	0.0
16036	937856632	937856632	1000.0	475.65	2016-07-11 21:56:00	223.44	target.com	US	US	05	01	online_retail	11/2024	2011-01-28	2016-03-22	489	489	2966	PURCHASE	0.0		524.35				0.0			0.0	223.44	0.0
16037	937856632	937856632	1000.0	627.8	2016-07-29 14:45:47	52.65	ebay.com	US	US	09	01	online_retail	12/2026	2011-01-28	2016-03-22	489	489	2966	PURCHASE	0.0		372.2				0.0			0.0	52.64999999999998	0.0
16041	937856632	937856632	1000.0	496.6	2016-12-29 22:14:22	99.39	walmart.com	US	US	02	01	online_retail	01/2025	2011-01-28	2016-09-30	987	987	8833	PURCHASE	0.0		503.4				0.0			0.0	99.38999999999999	0.0
16050	671010665	671010665	10000.0	7760.56	2016-01-19 13:48:08	75.03	Regal Cinemas #276341	US	US	05	08	entertainment	08/2027	2014-12-16	2014-12-16	243	243	9731	PURCHASE	0.0		2239.44				1.0			0.0	75.0300000000002	0.0
16053	671010665	671010665	10000.0	6747.53	2016-04-21 02:18:17	28.53	AMC #552863	US	US	09	01	entertainment	10/2023	2014-12-16	2014-12-16	243	243	9731	PURCHASE	0.0		3252.47				1.0			0.0	28.529999999999745	0.0
16056	671010665	671010665	10000.0	2439.08	2016-10-08 04:12:07	27.58	AMC #79863	US	US	02	01	entertainment	04/2026	2014-12-16	2016-07-09	243	507	9731	PURCHASE	0.0		7560.92				1.0			0.0	27.579999999999927	0.0
16062	438235263	438235263	5000.0	4861.93	2016-01-20 00:41:59	81.73	apple.com	US	US	05	08	online_retail	07/2031	2015-04-03	2015-04-03	466	466	4516	PURCHASE	0.0		138.07				0.0			0.0	81.72999999999999	0.0
16066	213182496	213182496	20000.0	19947.26	2016-02-28 00:44:28	52.74	Wendys #113668	US	US	05	08	fastfood	08/2027	2013-07-17	2013-07-17	501	501	7047	PURCHASE	0.0		52.74				1.0			0.0	52.74	0.0
16076	197905030	197905030	15000.0	14657.99	2016-07-05 05:53:54	308.86	Rodeway Inn #88756	US	US	05	01	hotels	07/2028	2015-12-08	2015-12-08	402	402	541	PURCHASE	0.0		342.01				0.0			0.0	308.86	0.0
16078	801168702	801168702	7500.0	6110.52	2016-01-06 20:01:33	92.23	AMC #74121	US	US	02	08	entertainment	11/2027	2005-02-25	2005-02-25	427	427	3	PURCHASE	0.0		1389.48				0.0			0.0	92.23000000000002	0.0
16079	801168702	801168702	7500.0	5491.64	2016-09-26 23:01:47	364.51	AMC #552863	US	US	90	01	entertainment	07/2025	2005-02-25	2016-08-03	775	775	5634	PURCHASE	0.0		2008.36				1.0			0.0	364.51	0.0
16131	484298175	484298175	5000.0	4242.66	2016-07-07 01:07:25	186.3	EZ Putt Putt #240241	US	US	02	01	entertainment	07/2027	2010-12-27	2010-12-27	388	388	4367	PURCHASE	0.0		757.34				1.0			0.0	186.30000000000007	0.0
16138	338475207	338475207	5000.0	2674.13	2016-04-13 03:39:58	14.75	walmart.com	US	US	05	01	online_retail	07/2027	2014-05-11	2014-05-11	847	847	4055	PURCHASE	0.0		2325.87				0.0			0.0	14.75	0.0
16146	779259627	779259627	15000.0	13409.56	2016-05-08 12:37:47	70.58	Icelandic Airlines	US	US	09	01	airline	03/2024	2013-05-13	2013-05-13	192	192	1141	PURCHASE	0.0		1590.44				0.0			0.0	70.58000000000015	0.0
16147	779259627	779259627	15000.0	13338.98	2016-05-08 12:38:09	70.58	Icelandic Airlines	US	US	09	01	airline	03/2024	2013-05-13	2013-05-13	192	192	1141	PURCHASE	0.0		1661.02				0.0			0.0	70.57999999999993	0.0
16149	779259627	779259627	15000.0	10147.82	2016-10-27 05:43:43	117.09	Delta Airlines	US	US	02	01	airline	01/2028	2013-05-13	2013-05-13	417	417	4921	PURCHASE	0.0		4852.18				0.0			0.0	117.09000000000015	0.0
16154	814532972	814532972	10000.0	9749.95	2016-02-15 14:54:41	134.38	AMC #128743	US	US	05	01	entertainment	03/2025	2014-11-21	2014-11-21	630	630	2362	PURCHASE	0.0		250.05				1.0			0.0	134.38	0.0
16155	814532972	814532972	10000.0	7210.53	2016-11-11 08:30:33	365.87	Uber	US	US	05	01	rideshare	03/2022	2014-11-21	2014-11-21	612	612	3135	PURCHASE	0.0		2789.47				0.0			0.0	365.8699999999999	0.0
16158	926542126	926542126	15000.0	13963.38	2016-02-14 21:01:00	160.05	amazon.com	US	US	09	99	online_retail	03/2022	2015-07-02	2015-07-02	663	663	8252	PURCHASE	0.0		1036.62				0.0			0.0	160.04999999999984	0.0
16159	926542126	926542126	15000.0	10750.32	2016-06-03 07:20:48	78.95	discount.com	US	US	09	01	online_retail	07/2030	2015-07-02	2015-07-02	663	663	8252	PURCHASE	0.0		4249.68				0.0			0.0	78.95000000000073	0.0
16171	123448005	123448005	20000.0	13264.91	2016-10-09 10:15:21	94.39	Washington Tire	US	US	09	08	auto	01/2021	2015-12-20	2015-12-20	100	100	1639	PURCHASE	0.0		6735.09				1.0			0.0	94.39000000000033	0.0
16192	899077607	899077607	5000.0	1286.31	2016-06-23 00:42:13	364.47	Taco Bell #164602	US	US	02	01	fastfood	01/2021	2013-04-11	2013-04-11	654	654	3634	PURCHASE	0.0		3713.69				1.0			0.0	364.47000000000025	0.0
16193	899077607	899077607	5000.0	1124.75	2016-08-10 06:21:43	206.26	Wendys #863685	US	US	02	08	fastfood	09/2018	2013-04-11	2013-04-11	654	654	3634	PURCHASE	0.0		3875.25				1.0			0.0	206.26000000000022	0.0
16197	555138846	555138846	5000.0	3921.46	2016-01-27 08:33:48	2.85	apple.com	US	US	09	01	online_retail	07/2026	2015-07-26	2015-07-26	444	444	4502	PURCHASE	0.0		1078.54				0.0			0.0	2.849999999999909	0.0
16201	177779404	177779404	7500.0	7133.93	2016-08-23 15:24:59	80.62	AMC #191138	US	US	09	08	entertainment	04/2022	2013-08-10	2013-08-10	989	989	4767	PURCHASE	0.0		366.07				1.0			0.0	80.62	0.0
16203	741985511	741985511	15000.0	13874.63	2016-01-15 22:00:46	50.74	Virgin Airlines	US	US	09	01	airline	01/2020	2013-12-09	2013-12-09	957	957	7050	PURCHASE	0.0		1125.37				0.0			0.0	50.73999999999978	0.0
16224	589642154	589642154	10000.0	3804.48	2016-02-20 09:41:56	172.85	South Steakhouse #796913	US	US	09	01	food	01/2026	2014-11-14	2014-11-14	416	416	1565	PURCHASE	0.0		6195.52				1.0			0.0	172.85000000000036	0.0
16233	589642154	589642154	10000.0	7218.46	2016-10-18 03:24:26	165.83	1st Restaurant	US	US	09	01	food	12/2019	2014-11-14	2016-10-10	416	416	1565	PURCHASE	0.0		2781.54				1.0			0.0	165.82999999999993	0.0
16234	589642154	589642154	10000.0	2603.77	2016-12-22 03:35:00	50.02	Uptown Diner	US	US	02	99	food	10/2029	2014-11-14	2016-10-10	416	416	1565	PURCHASE	0.0		7396.23				1.0			0.0	50.01999999999953	0.0
16235	589642154	589642154	10000.0	9362.23	2016-12-26 15:18:33	61.16	oldnavy.com	US	US	09	01	online_retail	09/2021	2014-11-14	2016-10-10	416	416	1565	PURCHASE	0.0		637.77				0.0			0.0	61.15999999999997	0.0
